step,loss_FOC_S_g,loss_FOC_S_a,elapsed_time
0,1.11955e-02,1.98444e-03,604
1000,1.01602e-02,1.79977e-03,604
2000,1.01816e-02,1.83540e-03,604
3000,1.11630e-02,1.96999e-03,604
4000,1.03422e-02,1.81260e-03,604
5000,1.07716e-02,1.89173e-03,604
6000,1.09006e-02,1.90833e-03,604
7000,1.09357e-02,1.95704e-03,604
8000,1.05190e-02,1.84693e-03,604
9000,1.09062e-02,1.93411e-03,604
10000,9.74117e-03,1.74318e-03,604
11000,1.07373e-02,1.88150e-03,604
12000,1.09429e-02,1.91303e-03,604
13000,1.02114e-02,1.80047e-03,604
14000,1.03034e-02,1.81342e-03,605
15000,1.03672e-02,1.85150e-03,605
16000,9.43308e-03,1.68269e-03,605
17000,1.03832e-02,1.84207e-03,605
18000,1.01794e-02,1.81190e-03,605
19000,1.04129e-02,1.85692e-03,605
20000,1.01553e-02,1.78712e-03,605
21000,9.87439e-03,1.76930e-03,605
22000,9.93056e-03,1.75367e-03,605
23000,1.05382e-02,1.89256e-03,605
24000,1.03033e-02,1.84406e-03,605
25000,1.04173e-02,1.85673e-03,605
26000,1.06285e-02,1.87957e-03,605
27000,1.04075e-02,1.87344e-03,605
28000,1.09313e-02,1.92657e-03,605
29000,1.03044e-02,1.83300e-03,605
30000,1.11120e-02,1.92424e-03,605
31000,1.13951e-02,1.98982e-03,605
32000,1.07120e-02,1.86392e-03,605
33000,1.02334e-02,1.81164e-03,605
34000,1.06859e-02,1.89881e-03,605
35000,1.08658e-02,1.90587e-03,605
36000,1.05225e-02,1.87408e-03,606
37000,1.11921e-02,1.96335e-03,606
38000,1.00159e-02,1.77023e-03,606
39000,1.05902e-02,1.89388e-03,606
40000,1.09536e-02,1.92685e-03,606
41000,9.63303e-03,1.72942e-03,606
42000,1.03416e-02,1.81441e-03,606
43000,1.02544e-02,1.81896e-03,606
44000,1.00921e-02,1.81247e-03,606
45000,1.06481e-02,1.87731e-03,606
46000,1.02589e-02,1.81269e-03,606
47000,1.05486e-02,1.86980e-03,606
48000,1.04515e-02,1.83303e-03,606
49000,1.08585e-02,1.90588e-03,606
50000,1.00312e-02,1.78572e-03,606
51000,1.01617e-02,1.78317e-03,606
52000,1.03051e-02,1.81494e-03,606
53000,1.07189e-02,1.89625e-03,606
54000,1.00527e-02,1.79481e-03,606
55000,1.05878e-02,1.87726e-03,606
56000,1.01545e-02,1.79144e-03,606
57000,1.06382e-02,1.86634e-03,606
58000,1.04316e-02,1.82793e-03,606
59000,1.03397e-02,1.80835e-03,607
60000,1.03215e-02,1.82950e-03,607
61000,1.07192e-02,1.90346e-03,607
62000,1.13609e-02,2.01049e-03,607
63000,1.03475e-02,1.82587e-03,607
64000,9.73613e-03,1.76218e-03,607
65000,1.02063e-02,1.84100e-03,607
66000,1.17097e-02,2.04018e-03,607
67000,1.06125e-02,1.89506e-03,607
68000,1.06638e-02,1.87682e-03,607
69000,9.98920e-03,1.77518e-03,607
70000,9.82645e-03,1.73255e-03,607
71000,1.04554e-02,1.85500e-03,607
72000,1.02144e-02,1.81083e-03,607
73000,1.07439e-02,1.91221e-03,607
74000,1.01624e-02,1.80420e-03,607
75000,1.11359e-02,1.94271e-03,607
76000,1.01200e-02,1.78575e-03,607
77000,1.02890e-02,1.82240e-03,607
78000,1.05603e-02,1.83014e-03,607
79000,1.06806e-02,1.86242e-03,607
80000,9.96933e-03,1.76112e-03,607
81000,9.94778e-03,1.78063e-03,608
82000,1.05512e-02,1.89063e-03,608
83000,1.08240e-02,1.88509e-03,608
84000,1.00926e-02,1.78989e-03,608
85000,1.06275e-02,1.86640e-03,608
86000,1.08642e-02,1.92637e-03,608
87000,1.05566e-02,1.85929e-03,608
88000,1.05658e-02,1.82957e-03,608
89000,9.49463e-03,1.66536e-03,608
90000,1.02882e-02,1.81839e-03,608
91000,1.06505e-02,1.87355e-03,608
92000,9.40454e-03,1.70817e-03,608
93000,1.01207e-02,1.79854e-03,608
94000,1.06348e-02,1.88310e-03,608
95000,9.57510e-03,1.73168e-03,608
96000,1.01019e-02,1.78466e-03,608
97000,9.78824e-03,1.73201e-03,608
98000,9.63559e-03,1.70287e-03,608
99000,1.02874e-02,1.79363e-03,608
