step,loss_FOC_S_g,loss_FOC_S_a,elapsed_time
132000,1.56610e-02,2.14074e-03,920
133000,1.55072e-02,2.09754e-03,920
134000,1.60147e-02,2.25833e-03,920
135000,1.58989e-02,2.16585e-03,920
136000,1.64799e-02,2.34343e-03,920
137000,1.65404e-02,2.35851e-03,920
138000,1.52769e-02,2.05159e-03,920
139000,1.62888e-02,2.28606e-03,920
140000,1.68882e-02,2.49310e-03,920
141000,1.64813e-02,2.41304e-03,920
142000,1.64179e-02,2.30807e-03,920
143000,1.61025e-02,2.22576e-03,920
144000,1.59740e-02,2.23051e-03,920
145000,1.55418e-02,2.08997e-03,920
146000,1.63703e-02,2.34001e-03,920
147000,1.52150e-02,2.02865e-03,921
148000,1.63589e-02,2.35355e-03,921
149000,1.64068e-02,2.34278e-03,921
150000,1.66411e-02,2.40631e-03,921
151000,1.61404e-02,2.24613e-03,921
152000,1.64341e-02,2.33644e-03,921
153000,1.59653e-02,2.24452e-03,921
154000,1.64038e-02,2.28403e-03,921
155000,1.62814e-02,2.34934e-03,921
156000,1.58511e-02,2.21502e-03,921
157000,1.53809e-02,2.06887e-03,921
158000,1.59853e-02,2.25966e-03,921
159000,1.61247e-02,2.27434e-03,921
160000,1.59835e-02,2.24231e-03,921
161000,1.56506e-02,2.09016e-03,921
162000,1.61821e-02,2.28425e-03,921
163000,1.55259e-02,2.12162e-03,921
164000,1.63079e-02,2.29640e-03,921
165000,1.61769e-02,2.29664e-03,921
166000,1.61917e-02,2.28534e-03,921
167000,1.65417e-02,2.38131e-03,921
168000,1.57241e-02,2.18821e-03,921
169000,1.59862e-02,2.24048e-03,921
170000,1.61663e-02,2.30570e-03,921
171000,1.65563e-02,2.34457e-03,921
172000,1.65699e-02,2.40788e-03,921
173000,1.64467e-02,2.36445e-03,921
174000,1.64695e-02,2.43188e-03,921
175000,1.57146e-02,2.12310e-03,921
176000,1.64352e-02,2.35224e-03,921
177000,1.65423e-02,2.36493e-03,921
178000,1.60278e-02,2.26292e-03,921
179000,1.61745e-02,2.27518e-03,922
180000,1.68151e-02,2.44840e-03,922
181000,1.58502e-02,2.20212e-03,922
182000,1.64107e-02,2.33751e-03,922
183000,1.56877e-02,2.20410e-03,922
184000,1.63687e-02,2.35569e-03,922
185000,1.61160e-02,2.25280e-03,922
186000,1.56558e-02,2.15561e-03,922
187000,1.53040e-02,2.05428e-03,922
188000,1.56933e-02,2.08980e-03,922
189000,1.63560e-02,2.34988e-03,922
190000,1.58604e-02,2.20479e-03,922
191000,1.66096e-02,2.38966e-03,922
192000,1.63448e-02,2.30213e-03,922
193000,1.62760e-02,2.33032e-03,922
194000,1.60621e-02,2.28170e-03,922
195000,1.69078e-02,2.45442e-03,922
196000,1.60103e-02,2.25476e-03,922
197000,1.64471e-02,2.39388e-03,922
198000,1.62644e-02,2.32227e-03,922
199000,1.64142e-02,2.31826e-03,922
