step,loss_value_function,loss_FOC_g,loss_FOC_a,loss_FOC_d,loss_FOC_S_g,loss_FOC_S_a,elapsed_time
0,1.05492e+00,1.92756e+06,1.93634e+06,1.92756e+06,1.18645e-01,4.41072e-01,41
1000,6.83604e-03,1.16750e-01,1.15720e-01,1.01551e-01,2.29043e+02,9.67881e-01,56
2000,6.88790e-03,1.18893e-01,1.19049e-01,9.52468e-02,1.05101e+02,9.87755e-01,61
3000,6.79097e-03,1.18206e-01,1.17954e-01,9.62674e-02,1.05902e+02,9.87394e-01,66
4000,6.67598e-03,1.19482e-01,1.16374e-01,9.81589e-02,5.25998e+01,9.87749e-01,71
5000,6.61694e-03,1.17915e-01,1.18809e-01,9.66323e-02,2.39042e+01,9.88229e-01,76
6000,6.63452e-03,1.21297e-01,1.17590e-01,9.74613e-02,1.92214e+01,9.88518e-01,81
7000,6.80323e-03,1.20153e-01,1.21393e-01,9.60687e-02,1.23016e+01,9.88777e-01,86
8000,6.47468e-03,1.19694e-01,1.14897e-01,9.97035e-02,1.00884e+01,9.88016e-01,91
9000,6.84646e-03,1.19811e-01,1.21112e-01,9.56535e-02,5.41332e+00,9.89977e-01,96
10000,6.87814e-03,1.22410e-01,1.24471e-01,9.54747e-02,4.21547e+00,9.90162e-01,101
11000,6.62646e-03,1.20547e-01,1.16821e-01,9.88048e-02,2.86510e+00,9.89372e-01,106
12000,6.79617e-03,1.24745e-01,1.16109e-01,9.87893e-02,2.16791e+00,9.89720e-01,111
13000,6.60927e-03,1.17270e-01,1.20068e-01,9.85011e-02,2.08375e+00,9.89427e-01,116
14000,6.69456e-03,1.21643e-01,1.18490e-01,9.95849e-02,1.97139e+00,9.89695e-01,121
15000,6.69821e-03,1.17325e-01,1.20392e-01,9.98065e-02,1.42809e+00,9.89718e-01,126
16000,6.61854e-03,1.11006e-01,1.22494e-01,9.94703e-02,1.67343e+00,9.89701e-01,131
17000,6.65954e-03,1.17595e-01,1.23306e-01,1.00789e-01,2.59424e+00,9.89757e-01,136
18000,6.65966e-03,1.19488e-01,1.20028e-01,1.03076e-01,8.38710e-01,9.89739e-01,141
19000,6.72084e-03,1.15792e-01,1.23474e-01,1.06621e-01,2.22211e+00,9.89772e-01,146
20000,6.61448e-03,1.18886e-01,1.19743e-01,1.08537e-01,1.54161e+00,9.89749e-01,151
21000,6.88917e-03,1.21097e-01,1.22148e-01,1.12424e-01,1.77189e+00,9.89782e-01,156
22000,6.89427e-03,1.19740e-01,1.24369e-01,1.16518e-01,2.20856e+00,9.89819e-01,161
23000,6.71123e-03,1.20112e-01,1.19773e-01,1.18991e-01,2.15458e+00,9.89729e-01,166
24000,6.76301e-03,1.23651e-01,1.18892e-01,1.18844e-01,2.09637e+00,9.89777e-01,171
25000,6.77592e-03,1.22127e-01,1.19781e-01,1.17056e-01,4.04682e+00,9.89583e-01,176
26000,6.76381e-03,1.21010e-01,1.20856e-01,1.18555e-01,1.25908e+00,9.89786e-01,181
27000,6.90925e-03,1.22122e-01,1.22121e-01,1.14552e-01,1.05742e+00,9.89929e-01,186
28000,6.75925e-03,1.22006e-01,1.18748e-01,1.16890e-01,3.63901e+00,9.89802e-01,191
29000,6.79451e-03,1.22541e-01,1.17273e-01,1.18700e-01,4.03415e+00,9.89729e-01,196
30000,6.73660e-03,1.17506e-01,1.22097e-01,1.12539e-01,3.68705e+00,9.89805e-01,201
31000,6.67204e-03,1.19742e-01,1.18047e-01,1.15189e-01,1.58358e+00,9.89724e-01,206
32000,6.60875e-03,1.15921e-01,1.19715e-01,1.12472e-01,2.03361e+00,9.89781e-01,211
33000,6.56559e-03,1.16774e-01,1.16401e-01,1.13119e-01,2.58982e+00,9.89834e-01,216
34000,6.57560e-03,1.21214e-01,1.15327e-01,1.15489e-01,1.63019e+00,9.89853e-01,221
35000,6.67620e-03,1.18108e-01,1.23337e-01,1.14470e-01,1.12093e+00,9.89910e-01,226
36000,6.70402e-03,1.17916e-01,1.18803e-01,1.14632e-01,1.37480e+00,9.89879e-01,231
37000,6.81454e-03,1.17959e-01,1.21853e-01,1.12992e-01,4.31178e-01,9.89881e-01,236
38000,6.88892e-03,1.22362e-01,1.20865e-01,1.16031e-01,2.64868e+00,9.89832e-01,241
39000,6.50989e-03,1.19035e-01,1.16865e-01,1.15213e-01,8.19895e-01,9.89861e-01,246
40000,6.62305e-03,1.17415e-01,1.21972e-01,1.12392e-01,5.61705e-01,9.89866e-01,251
41000,6.67651e-03,1.19204e-01,1.16192e-01,1.13738e-01,7.60314e-01,9.89869e-01,256
42000,6.64381e-03,1.16590e-01,1.21755e-01,1.13716e-01,2.04841e-01,9.89958e-01,261
43000,6.69936e-03,1.20623e-01,1.19786e-01,1.13975e-01,1.11692e+00,9.89866e-01,265
44000,6.66630e-03,1.18119e-01,1.20354e-01,1.11778e-01,1.01189e+00,9.89822e-01,270
45000,6.71982e-03,1.18546e-01,1.18895e-01,1.14773e-01,9.18767e-01,9.89762e-01,275
46000,6.62468e-03,1.18729e-01,1.18574e-01,1.11653e-01,2.55724e+00,9.89807e-01,280
47000,6.82330e-03,1.21270e-01,1.21067e-01,1.13224e-01,1.02114e+00,9.89819e-01,285
48000,6.68148e-03,1.21326e-01,1.19723e-01,1.13737e-01,5.11235e+00,9.89796e-01,290
49000,6.66609e-03,1.16933e-01,1.20560e-01,1.12308e-01,1.92607e+00,9.89871e-01,295
50000,6.68217e-03,1.21062e-01,1.19441e-01,1.12236e-01,2.18678e+00,9.89784e-01,300
51000,6.80615e-03,1.21767e-01,1.19506e-01,1.14938e-01,8.30214e-01,9.89912e-01,305
52000,6.70942e-03,1.17794e-01,1.19564e-01,1.11640e-01,7.47494e-01,9.89886e-01,310
